epoch,loss,single_accuracy
0,4.101577907800674,0.5986328125
1,4.104457437992096,0.6015625
2,4.039374589920044,0.5966796875
3,3.9641937613487244,0.5966796875
4,4.0995466113090515,0.599609375
5,4.128585636615753,0.587890625
6,4.061723738908768,0.5966796875
7,4.010959342122078,0.6044921875
8,4.140565276145935,0.5927734375
9,4.091765820980072,0.5966796875
10,4.067686140537262,0.591796875
11,4.03852778673172,0.5947265625
12,4.140806898474693,0.599609375
13,4.0395620465278625,0.5966796875
14,4.034255996346474,0.595703125
15,4.075483083724976,0.587890625
16,4.202968940138817,0.6064453125
17,3.990942120552063,0.6044921875
18,4.127022698521614,0.5947265625
19,4.00109601020813,0.607421875
20,3.9983318001031876,0.6005859375
21,4.03991562128067,0.6015625
22,4.1398986130952835,0.591796875
23,4.112954288721085,0.58984375
24,4.142071045935154,0.5888671875
25,4.143034249544144,0.5947265625
26,3.9937122464179993,0.609375
27,4.072052866220474,0.5986328125
28,3.873010978102684,0.6064453125
29,4.148317858576775,0.595703125
30,4.0338205099105835,0.6005859375
31,3.992153972387314,0.599609375
32,4.1365673542022705,0.59765625
33,4.027004912495613,0.599609375
34,4.04520757496357,0.6044921875
35,3.989870086312294,0.5986328125
36,3.925319656729698,0.60546875
37,3.8982864767313004,0.6005859375
38,4.079550743103027,0.6015625
39,3.915981039404869,0.6015625
40,3.9256488531827927,0.599609375
41,4.026362672448158,0.59375
42,4.004948988556862,0.5966796875
43,4.036359503865242,0.5966796875
44,4.121232986450195,0.591796875
45,3.9907249361276627,0.5986328125
46,4.052929043769836,0.599609375
47,4.097411155700684,0.5986328125
48,3.957246720790863,0.599609375
49,3.9388591796159744,0.6005859375
50,4.056227385997772,0.6005859375
51,3.934517726302147,0.6064453125
52,4.107497647404671,0.6015625
53,4.031520888209343,0.6064453125
54,4.078314110636711,0.59765625
55,4.024059563875198,0.5859375
56,4.051150232553482,0.595703125
57,4.103269144892693,0.5966796875
58,4.101459786295891,0.5908203125
59,4.071979761123657,0.603515625
60,4.103848174214363,0.6025390625
61,3.97288478910923,0.599609375
62,3.9941591918468475,0.6044921875
63,3.9082459658384323,0.5869140625
64,3.9629935771226883,0.5927734375
65,4.055403381586075,0.6025390625
66,4.020391821861267,0.6044921875
67,3.942780017852783,0.5966796875
68,4.093513801693916,0.60546875
69,4.117687299847603,0.59765625
70,3.940139517188072,0.6064453125
71,4.15901392698288,0.59765625
72,3.996334359049797,0.61328125
73,3.9842024594545364,0.59765625
74,3.9381593465805054,0.587890625
75,4.011644318699837,0.599609375
76,4.039453029632568,0.603515625
77,4.097815424203873,0.609375
78,4.142315745353699,0.599609375
79,4.093708753585815,0.6005859375
80,4.01354444026947,0.6015625
81,3.936614602804184,0.6083984375
82,4.012052923440933,0.595703125
83,4.057373881340027,0.609375
84,4.064799979329109,0.5947265625
85,3.964313492178917,0.595703125
86,4.002107113599777,0.6025390625
87,4.039407312870026,0.599609375
88,4.081091910600662,0.5966796875
89,3.9685630947351456,0.59375
90,4.022164896130562,0.6005859375
91,4.100037306547165,0.60546875
92,3.888080269098282,0.5966796875
93,4.0640764236450195,0.6015625
94,3.952688530087471,0.60546875
95,4.06038610637188,0.6015625
96,4.073339834809303,0.5908203125
97,4.089980572462082,0.6044921875
98,4.036531895399094,0.6015625
99,3.9874947369098663,0.5947265625
