epoch,loss,single_accuracy,val_loss,val_single_accuracy
0,0.5833245942113446,0.7659466911764706,0.2472612818479538,0.9340000004768372
1,0.42158998931739844,0.8678002450980392,0.3370050711631775,0.8629999990463257
2,0.3684698885562373,0.9090686274509804,0.3280639081001282,0.8680000009536744
3,0.3408083075986189,0.9308210784313725,0.24159174990653992,0.9170000004768372
4,0.3302653086536071,0.9400735294117647,0.19117296850681306,0.9270000004768372
5,0.32560564717825724,0.9442555147058823,0.28453367280960085,0.8779999990463256
6,0.32167785223208223,0.9486366421568627,0.4469249963760376,0.8039999990463257
7,0.31681680784505956,0.952374387254902,0.3059018199443817,0.871
8,0.3137684841366375,0.9543964460784313,0.1977788507938385,0.9280000004768372
9,0.31143232557703465,0.9563265931372549,0.2207168276309967,0.9050000004768372
10,0.30746843283082925,0.9590686274509804,0.1513979229927063,0.9469999995231628
11,0.30694878723691493,0.9592830882352941,0.28634330177307127,0.8769999990463256
12,0.3049311050597359,0.9606770833333333,0.2468180434703827,0.898
13,0.3042632824649998,0.9606617647058824,0.17043461859226228,0.9359999995231628
14,0.30135883300327787,0.9622395833333334,0.24613001465797424,0.9030000009536743
15,0.3018336725293421,0.9615349264705882,0.20043593883514405,0.9240000004768372
16,0.30059631192216685,0.9622242647058824,0.27795395374298093,0.88
17,0.29870370965377957,0.9628982843137255,0.22224460005760194,0.9099999990463257
18,0.29912683093080333,0.9629289215686274,0.18863967740535736,0.9330000004768372
19,0.2986936919537245,0.9626225490196079,0.2521662106513977,0.8939999990463257
20,0.2970307510273129,0.9634803921568628,0.19916892766952515,0.9260000004768372
21,0.2957992142322017,0.9638327205882353,0.22022497582435607,0.9129999990463257
22,0.2959073576272703,0.9635723039215687,0.21814559030532837,0.9140000004768372
23,0.2955027329863287,0.9630208333333333,0.2043257575035095,0.9259999990463257
24,0.29515810231952105,0.9634497549019608,0.21209151101112367,0.9159999990463257
25,0.294661145613474,0.9636642156862745,0.23194046187400819,0.9059999990463257
26,0.29410748592778746,0.9640012254901961,0.1798796489238739,0.9279999995231628
27,0.2936943629208733,0.9635876225490196,0.14475753438472747,0.9459999995231628
28,0.2932247429793956,0.9636642156862745,0.2583407084941864,0.8889999990463257
29,0.2924553188038807,0.9644148284313725,0.177477872133255,0.9359999995231628
30,0.2929313329212806,0.9634957107843137,0.15768960416316985,0.9419999995231628
31,0.2923079635874898,0.9637561274509804,0.2111780959367752,0.9139999990463257
32,0.29205133710421766,0.9638786764705882,0.1480678162574768,0.9410000004768372
33,0.2917442505558332,0.9638939950980392,0.2049262065887451,0.9209999990463257
34,0.2912618695520887,0.9642156862745098,0.18619659304618835,0.9280000004768372
35,0.29137921935203026,0.9637408088235294,0.1628653528690338,0.9410000004768372
36,0.2909720543845027,0.9638480392156863,0.2100731725692749,0.9149999990463257
37,0.290558366068438,0.9639552696078432,0.15684890651702882,0.9379999995231628
38,0.29008777223381343,0.9645220588235294,0.15583638751506806,0.9369999995231628
39,0.2906284646076315,0.9637408088235294,0.14026982378959657,0.9449999995231628
40,0.2903794788554603,0.9637867647058823,0.1523374193906784,0.9429999995231628
41,0.2890945402430553,0.9647671568627451,0.14862668657302858,0.9449999995231628
42,0.2899553402381785,0.9637408088235294,0.193000262260437,0.9229999990463257
43,0.289715734620889,0.9636795343137254,0.17067451345920562,0.9280000004768372
44,0.28925869967423234,0.9641390931372549,0.1580277693271637,0.9429999995231628
45,0.2896959940592448,0.9637867647058823,0.17859617376327513,0.9330000004768372
46,0.28825923283310495,0.964905024509804,0.1589955041408539,0.9419999995231628
47,0.2892962242166201,0.9636795343137254,0.14350838100910188,0.9420000004768372
48,0.28870084443513083,0.9639552696078432,0.15719868659973144,0.9439999995231628
49,0.28838108827670417,0.9643075980392157,0.1506704738140106,0.9440000004768372
