epoch,loss,single_accuracy
0,3.9389328956604004,0.69921875
1,3.0240676552057266,0.7998046875
2,2.7898415699601173,0.8154296875
3,2.4637746065855026,0.8310546875
4,2.4855001643300056,0.8349609375
5,2.3327564001083374,0.8466796875
6,2.282848410308361,0.853515625
7,2.2710628621280193,0.853515625
8,2.248088024556637,0.8564453125
9,2.1207129657268524,0.85546875
10,2.128478989005089,0.8603515625
11,2.0502233281731606,0.87109375
12,2.010738395154476,0.87109375
13,1.9027279242873192,0.8740234375
14,1.8862509280443192,0.8779296875
15,1.865715079009533,0.880859375
16,1.7798128873109818,0.8828125
17,1.7945201992988586,0.8818359375
18,1.7684792764484882,0.8876953125
19,1.712764773517847,0.88671875
20,1.7698684073984623,0.87890625
21,1.7607548087835312,0.888671875
22,1.7425490394234657,0.8876953125
23,1.6777809746563435,0.88671875
24,1.7076707519590855,0.8896484375
25,1.6487004645168781,0.89453125
26,1.6109047457575798,0.8984375
27,1.5636423118412495,0.9013671875
28,1.580514121800661,0.8984375
29,1.6796803064644337,0.890625
30,1.5855891145765781,0.8994140625
31,1.542054820805788,0.900390625
32,1.5242064269259572,0.900390625
33,1.6123345270752907,0.8974609375
34,1.6823444478213787,0.888671875
35,1.5513809584081173,0.900390625
36,1.50027796626091,0.9052734375
37,1.501472046598792,0.9052734375
38,1.427085779607296,0.90625
39,1.4135954920202494,0.908203125
40,1.4545651860535145,0.908203125
41,1.458391696214676,0.9052734375
42,1.3829641742631793,0.9091796875
43,1.3901697658002377,0.9130859375
44,1.407921090722084,0.9111328125
45,1.3995977696031332,0.9091796875
46,1.3919208496809006,0.912109375
47,1.6116105429828167,0.892578125
48,1.3773064576089382,0.912109375
49,1.5193860903382301,0.9033203125
50,1.4845801815390587,0.90625
51,1.4371665082871914,0.91015625
52,1.376402972266078,0.912109375
53,1.3197206817567348,0.9140625
54,1.4912864416837692,0.904296875
55,1.4453066056594253,0.9052734375
56,1.4376144893467426,0.9091796875
57,1.2888977322727442,0.916015625
58,1.2888204902410507,0.9150390625
59,1.4168274849653244,0.9072265625
60,1.2580028921365738,0.9189453125
61,1.257173340767622,0.9169921875
62,1.2089894292876124,0.9228515625
63,1.221581906080246,0.921875
64,1.203585758805275,0.9248046875
65,1.1901026424020529,0.9248046875
66,1.190667785704136,0.923828125
67,1.175683518871665,0.9248046875
68,1.1718785762786865,0.9267578125
69,1.1716018607839942,0.9267578125
70,1.1716018319129944,0.9267578125
71,1.1716018449515104,0.9267578125
72,1.1716018430888653,0.9267578125
73,1.1716018598526716,0.9267578125
74,1.1716018337756395,0.9267578125
75,1.1716018542647362,0.9267578125
76,1.1716018561273813,0.9267578125
77,1.1716018607839942,0.9267578125
78,1.1716018505394459,0.9267578125
79,1.1716018542647362,0.9267578125
80,1.1716018617153168,0.9267578125
81,1.1716018806728021,0.9267578125
82,1.1716018514707685,0.9267578125
83,1.1716018505394459,0.9267578125
84,1.171601859252383,0.9267578125
85,1.1716018551960588,0.9267578125
86,1.1716018533334136,0.9267578125
87,1.1716018402948976,0.9267578125
88,1.1716018579900265,0.9267578125
89,1.1716018440201879,0.9267578125
90,1.1716018375009298,0.9267578125
91,1.1716018645092845,0.9267578125
92,1.1717158760875463,0.9267578125
93,1.171601828187704,0.9267578125
94,1.1716018747538328,0.9267578125
95,1.1716018542647362,0.9267578125
96,1.1716018496081233,0.9267578125
97,1.1716018375009298,0.9267578125
98,1.171601839363575,0.9267578125
99,1.1716018412262201,0.9267578125
