epoch,loss,single_accuracy,val_loss,val_single_accuracy
0,32.63411704735822,0.14256912442396313,8.118172747787076,0.00798175598631699
1,6.589526401686778,0.457301267281106,7.9931788210722035,0.0034207525655644243
2,5.83300210034243,0.5784490207373272,8.011722261304866,0.0068415051311288486
3,5.323821875356859,0.6376728110599078,8.013442799601886,0.005701254275940707
4,4.950345071230067,0.6737111175115207,8.026272908583742,0.00798175598631699
5,4.65985218720502,0.7040970622119815,8.066590476606972,0.0068415051311288486
6,4.431502103805542,0.7290106566820277,8.038398152202403,0.0068415051311288486
7,4.241643443085631,0.7504320276497696,8.067014491952268,0.005701254275940707
8,4.084577560424805,0.7665970622119815,8.049254389146308,0.0068415051311288486
9,3.9435594164281396,0.786434331797235,8.00536466487593,0.0068415051311288486
10,3.817059291123245,0.799035138248848,7.985525914173714,0.009122006841505131
11,3.7009350022962018,0.8141201036866359,7.937120175551933,0.0068415051311288486
12,3.5928962659176595,0.8269369239631337,7.8726382250117055,0.0068415051311288486
13,3.492452288552913,0.837485599078341,7.874643456297019,0.0068415051311288486
14,3.395285288859073,0.8485023041474654,7.805092298318478,0.00798175598631699
15,3.304536055859333,0.8567828341013825,7.6519488092159325,0.0068415051311288486
16,3.2159966104041597,0.8658194124423964,7.658298571813881,0.0068415051311288486
17,3.129588461141982,0.8771241359447005,7.522137093843049,0.0068415051311288486
18,3.0443801676622733,0.886448732718894,7.5598388430466,0.010262257696693273
19,2.963993675148432,0.8945132488479263,7.518473185318498,0.009122006841505131
20,2.8869018763441097,0.9001296082949308,7.408887064443347,0.009122006841505131
21,2.810257095345704,0.906718029953917,7.316664309702822,0.010262257696693273
22,2.735083058133103,0.9155025921658986,7.343424019003404,0.010262257696693273
23,2.6620888287021267,0.9174467165898618,7.272187181318364,0.00798175598631699
24,2.5904408176923126,0.9242871543778802,7.354832323546285,0.00798175598631699
25,2.521691649740193,0.9293994815668203,7.210574912372445,0.00798175598631699
26,2.4529604488803494,0.9332877304147466,7.115754318889762,0.010262257696693273
27,2.387599471527311,0.9372119815668203,7.0562195103687735,0.010262257696693273
28,2.321071861526384,0.9440884216589862,7.062732644880375,0.009122006841505131
29,2.256796512735604,0.9475446428571429,7.01555026760123,0.011402508551881414
30,2.1956159414783603,0.9493087557603687,6.945604200917748,0.0068415051311288486
31,2.1362543595001995,0.9537010368663594,6.9452846112789555,0.010262257696693273
32,2.075481225268632,0.9585973502304147,6.9429153814283175,0.009122006841505131
33,2.0183051137880246,0.9608294930875576,6.841098064979371,0.011402508551881414
34,1.9620484998149257,0.9643577188940092,6.793268686009649,0.009122006841505131
35,1.906784634985682,0.9654377880184332,6.676335298348995,0.011402508551881414
36,1.8527392192919683,0.9692540322580645,6.616672271741565,0.009122006841505131
37,1.8014985493251257,0.9695060483870968,6.723132577698206,0.00798175598631699
38,1.751951019610128,0.971378168202765,6.676363877043077,0.012542759407069556
39,1.7027734158225873,0.9737903225806451,6.70509058529322,0.010262257696693273
40,1.6546698327987426,0.9750504032258065,6.700992067700237,0.00798175598631699
41,1.6080820376422549,0.9780745967741935,6.550098383304331,0.009122006841505131
42,1.5634135161676714,0.978038594470046,6.604881398626173,0.009122006841505131
43,1.5204427481246983,0.9789386520737328,6.6152733522239,0.0068415051311288486
44,1.4774913243983747,0.9822508640552995,6.542603271445228,0.009122006841505131
45,1.4375220512464848,0.9816388248847926,6.5309803548397465,0.010262257696693273
46,1.3965751138700317,0.9841229838709677,6.555508299319746,0.012542759407069556
47,1.3586823574958309,0.9852390552995391,6.544748857600387,0.011402508551881414
48,1.322600951117854,0.9846270161290323,6.490126588053687,0.010262257696693273
49,1.285583164285405,0.9877952188940092,6.567338609641063,0.009122006841505131
50,1.251672106679134,0.9862831221198156,6.549826609503856,0.009122006841505131
51,1.2177718094966379,0.9870391705069125,6.538139528124471,0.011402508551881414
52,1.1858672505150194,0.987471198156682,6.673873398975473,0.009122006841505131
53,1.1550733691536337,0.989091301843318,6.504358211700022,0.00798175598631699
54,1.1243138804963106,0.9900633640552995,6.537311641493028,0.009122006841505131
55,1.0945770814671494,0.9900633640552995,6.595970387605604,0.010262257696693273
56,1.0672015075310035,0.9902793778801844,6.571242442288719,0.00798175598631699
57,1.0400576355270525,0.9912154377880185,6.601796397053666,0.0068415051311288486
58,1.0136674727712358,0.9914674539170507,6.568919425407592,0.009122006841505131
59,0.9877864425907487,0.9923675115207373,6.701591728758513,0.00798175598631699
60,0.9640800366478581,0.9922235023041475,6.6096527247499575,0.009122006841505131
61,0.9399244496899266,0.9923315092165899,6.76858731088236,0.009122006841505131
62,0.9171606913414968,0.992655529953917,6.827618978450345,0.00798175598631699
63,0.8948353664940952,0.9928715437788018,6.7834280583850335,0.0068415051311288486
64,0.8736914541864176,0.9929795506912442,7.082623885729974,0.013683010262257697
65,0.8527227561869379,0.9940956221198156,6.91093717714264,0.009122006841505131
66,0.833398611452173,0.9933755760368663,6.755917944413363,0.00798175598631699
67,0.8136681415792983,0.9947796658986175,6.988859516456978,0.011402508551881414
68,0.7947658984342478,0.9950316820276498,6.939207613128349,0.009122006841505131
69,0.7766246038922516,0.9945996543778802,6.857645742705638,0.009122006841505131
70,0.7586977577978565,0.9954997119815668,7.221795634505686,0.009122006841505131
71,0.7420571100327277,0.9945636520737328,7.142348108432992,0.012542759407069556
72,0.7255413806932862,0.995283698156682,7.449913978032946,0.012542759407069556
73,0.7095906391121825,0.9951756912442397,7.278342871736637,0.011402508551881414
74,0.6940879113113825,0.9957877304147466,7.48221612384409,0.012542759407069556
75,0.6793135960805251,0.9962197580645161,7.328301006195347,0.011402508551881414
76,0.6647454040116428,0.9957157258064516,7.422512442111425,0.010262257696693273
77,0.6513534276166819,0.9958597350230415,7.524442888040228,0.014823261117445839
78,0.6373102593531806,0.9965797811059908,7.407001617153259,0.011402508551881414
79,0.6240583553841587,0.9957517281105991,7.463254612147332,0.011402508551881414
80,0.6110680921835834,0.9972278225806451,7.408082152989734,0.010262257696693273
81,0.5983328091384079,0.9965437788018433,7.52233813861077,0.011402508551881414
82,0.5863282497852079,0.9961837557603687,7.61605099315926,0.013683010262257697
83,0.57478032436239,0.9965077764976958,7.972197890417606,0.013683010262257697
84,0.5633510459677964,0.9967957949308756,7.903321984964195,0.012542759407069556
85,0.5519555194586653,0.9968677995391705,7.983981146643887,0.012542759407069556
86,0.5411881418546773,0.9972998271889401,7.935889484401168,0.011402508551881414
87,0.5303590062851181,0.9969758064516129,8.249084913064571,0.009122006841505131
88,0.5205317551639222,0.997371831797235,8.181837503831225,0.012542759407069556
89,0.5096730049442036,0.9975158410138248,8.134775274835672,0.010262257696693273
90,0.5006352302528196,0.9974438364055299,8.477208884575212,0.013683010262257697
91,0.49059812745190984,0.9974078341013825,8.293419453002164,0.013683010262257697
92,0.4821677245028008,0.9974078341013825,8.457286696613446,0.011402508551881414
93,0.47267415886101083,0.997839861751152,8.133523979100017,0.013683010262257697
94,0.46454955081236526,0.997371831797235,8.215593327138416,0.013683010262257697
