,id,x,y,z,rx,ry,rz
96,103045,0.00028966917191234395,0.0031028922614107085,0.07976838269441536,0.014768,3.020826,0.30643899999999996
97,103046,0.001952388746550749,0.00032573735025893946,0.07406415802972496,0.050220999999999995,3.024651,0.326642
98,103047,0.0012939583987497541,-0.006525554741919796,0.08163784270911732,0.205394,3.064491,0.357193
99,103048,-0.0003056092235726778,-0.004924478744219838,0.08061862318581964,0.223978,3.0278810000000003,0.308183
100,103049,-0.002784924690054163,-0.007832707001340837,0.07674251734534662,0.274215,3.065274,0.349771
101,103050,-0.000892326504426934,-0.006118422038461507,0.08160146475326532,0.298714,3.047036,0.31749499999999997
102,103051,-0.0008352659475322271,-0.005644969108596479,0.08292991983330603,0.24392199999999997,3.044644,0.332768
103,103052,0.001965870782860792,-0.00425179471392031,0.08055486831271914,0.274411,3.041056,0.244248
104,103053,-0.002459866543071494,-0.004922958488626611,0.08024143617291346,0.23725,3.051823,0.275899
105,103054,0.0026624382257277096,0.0030144433686209162,0.08096707739309922,0.24296199999999998,3.0150919999999997,0.243223
106,103055,-0.00889580487593479,-0.0006369461196632457,0.07818758907592344,0.157599,3.0332689999999998,0.265442
107,103056,-0.00783598469929031,-0.011054526360566147,0.08143173741694201,0.29627600000000004,2.98676,0.258687
108,103057,-0.002722708586980192,-0.006188390471454698,0.07727593514431289,0.206227,3.071788,0.263719
109,103058,-0.006575620753632237,-0.0020037873333912885,0.07915060382983885,0.20600700000000002,3.05763,0.32068
110,103059,-0.0053124858969011615,-0.009247513283696685,0.07881950591047682,0.204287,3.086754,0.23846199999999998
111,103060,-0.00693971962838454,-0.007310140837222371,0.08100617943953171,-0.11796,-3.155335,-0.295977
112,103061,-0.0031144632965187245,-0.0030619050929748294,0.08047265370567244,0.10191900000000001,3.06607,0.315634
113,103062,-0.0016238184344108857,-0.005507806945186797,0.07670862123619075,0.195914,3.099497,0.30145900000000003
114,103063,0.004432806798808752,-0.006544269161435051,0.07566240793336043,-0.22774,-3.088524,-0.30997600000000003
115,103064,0.0007488012661215806,-0.0029428149355738027,0.07916709773496972,-0.15525999999999998,-3.0905560000000003,-0.305621
116,103065,-0.0005867025585250908,-0.005187565256087601,0.0762931540486261,-0.114343,-3.115153,-0.40985200000000005
117,103066,0.0004019312516458267,0.003717887863124497,0.07658307000013284,-0.22688899999999998,-3.1479619999999997,-0.317875
118,103067,0.0012264280765632682,0.004708076929447429,0.07640994550909365,0.147545,3.075463,0.415541
119,103068,0.0021058988616965884,0.003798548355530143,0.07632163487200777,0.262748,3.0800970000000003,0.293427
120,103069,-0.0015976188462833922,-0.0013337326737615906,0.075891953423999,-0.179402,-3.103364,-0.298846
121,103070,-0.004084538973205246,-0.007194888709528009,0.07774043255117355,-0.082978,-3.1044810000000003,-0.309659
122,103071,-0.00042809168123408056,-0.006457689241036577,0.07702055410344436,-0.19125999999999999,-3.10982,-0.259813
123,103072,-0.0011938547374233807,-0.006392146812377443,0.08023172077608173,-0.181566,-3.0642419999999997,-0.281906
124,103073,-0.003265406103285497,-0.010007423628765522,0.0792661312007849,-0.18625899999999998,-3.060404,-0.288669
125,103074,-0.005714410538406798,-0.012514863375811862,0.08056518224946521,0.160709,3.1135099999999998,0.335525
126,103075,-0.002790147798002661,-0.0038121535515875885,0.0783684895916558,-0.263875,-3.086098,-0.329295
127,103076,-0.003440557791510919,-0.006911261459619421,0.07705467927465554,0.179322,3.094911,0.33668899999999996
128,103077,-0.005064149143767943,-0.004143386127344982,0.08021168577466986,-0.261442,-3.064348,-0.340033
129,103078,0.006855105287409625,-0.0066659265696014155,0.08168688321233365,-0.258063,-3.225005,-0.30726
130,103079,0.005290702676043353,-0.007044682906250446,0.07828361143547112,-0.336307,-3.074894,-0.288492
131,103080,0.005567418150255317,-0.015086563617897019,0.07960654032748365,0.11605599999999999,-3.1283790000000002,-0.02882
132,103081,-0.004755225995916047,-0.0037357682302789214,0.08481513116396025,-1.904357,-2.313418,-0.03482
133,103082,0.038027152371434836,0.006356382949763496,0.09020324099059757,-0.665845,2.5477220000000003,0.042789999999999995
134,103083,0.003152074250600233,-0.0005185963947314893,0.0810894925531211,-0.7294729999999999,-3.015892,-0.202329
135,103084,0.0039876756090554836,-0.021039351687093734,0.07871224531257831,-2.0347459999999997,2.265939,0.020861
136,103085,-0.0007761186131107641,-0.008502449295899725,0.08325983975654852,-0.396267,3.022946,0.13263699999999998
137,103086,-0.011962778072318617,-0.008218690556494688,0.07966739191742216,-0.7372270000000001,-2.987677,-0.141677
138,103087,3.4102385821729864e-05,-0.012513154100643742,0.08215735194031798,-1.8581,2.4620189999999997,0.026052
139,103088,-0.002782063282278351,0.0021687139588400842,0.08016055254395715,-0.09811900000000001,-3.098773,-0.143995
140,103089,0.0005485381700785336,-0.005340283349236556,0.08256817302696773,-1.301393,-2.7259700000000002,-0.203961
141,103090,0.003822162884941995,-0.01752036254323306,0.08791610623197127,-1.133134,2.604857,0.087732
142,103091,-0.004327580104306568,-0.004498918740575528,0.08525540021985326,-0.081011,-3.113102,-0.1354
143,103092,-0.014910887400169898,-0.0031185075845009246,0.07666474058634881,-1.67977,-2.5237439999999998,-0.183918
144,103094,0.029067004478733064,0.003538825829049748,0.09233743344420782,0.10634500000000001,-3.8456230000000002,-0.17993399999999998
145,103095,-0.015967112278164577,0.0016101754102064475,0.08195105153641488,-1.094734,-2.8320119999999998,-0.112142
146,103097,-0.00815543640081632,-0.0077917297218787086,0.07291706530395092,-0.092088,-3.109915,-0.062390999999999995
147,103098,0.012262276491667296,-0.002972847768961274,0.07793632649643897,-1.123094,2.791084,0.041675
148,103099,0.011462241435465141,-0.0006992691700782355,0.07893150537134352,-0.135233,-3.100899,-0.092664
149,103100,0.0005158193405576961,-0.004447989247697182,0.07832790950891944,-1.415956,-2.690644,-0.214836
150,103101,-0.0006616956387969718,-0.011970568350724627,0.07878724745580558,-1.146509,2.855775,0.06879500000000001
151,103102,-0.014273136931814782,-0.012244017819480294,0.08155854693227105,-0.490579,-3.045075,-0.089818
152,103103,-0.004267272966610879,-0.0042731522847940535,0.07792507528692073,-1.846513,2.482585,0.022647
153,103104,0.012796601850353966,-0.004886745613914339,0.08694567383267278,-0.109384,3.118186,0.154845
154,103105,-0.012018926841497298,0.016274846759720036,0.08257986334948045,-0.8780209999999999,-2.937884,-0.194935
155,103107,-0.025054540407980344,-0.005018820739280925,0.08103780009912101,0.61558,-2.752745,-0.06321900000000001
156,103108,-0.008584266089762123,-0.008095794516364444,0.07686372019017725,0.241473,3.123797,0.13533599999999998
157,103109,-0.012692124788218795,-0.008746431706745989,0.07902156472756085,-1.416988,-2.656654,-0.151259
158,103110,-0.016881008327443325,-0.012178333868371579,0.08643239592533025,0.56347,-2.723745,-0.077538
159,103111,-0.0019519648365916792,-0.006181196712940245,0.07936720923819487,-0.596993,-2.988268,-0.165784
160,103112,0.0012443714692823944,-0.008881129607886677,0.08057454755790505,0.65925,-2.985523,-0.10066599999999999
161,103113,-0.029575418812774007,-0.01943424338839636,0.16337678570933842,0.253341,-0.625887,0.009118000000000001
162,103114,0.0003097352033462927,-0.00513812042535256,0.08480237768110975,-0.5645859999999999,-2.992177,-0.284196
163,103115,-0.0035065466543837986,-0.011580914285710323,0.07510036039260323,0.5852430000000001,-2.986806,-0.026232
164,103116,-0.0034176435275004493,-0.005647043328245011,0.07825786765527906,0.586785,-2.9128060000000002,-0.026137999999999998
165,103117,-0.02014463648211789,0.0008064250259846488,0.08264011843562367,-0.578326,-3.0680330000000002,-0.21425500000000003
166,103118,0.016680566517234062,-0.0032499454961633246,0.08426811525327292,-0.7194189999999999,2.737893,0.03578
167,103120,-0.0032733690682052834,-0.00877279039641055,0.08018472609171984,-0.111122,-3.048106,-0.166327
168,103121,0.0005230833862497307,-0.010549205221969978,0.075638114322612,0.397717,-3.052052,-0.08630800000000001
169,103122,0.024148086977140208,-0.007979406903090994,0.07591873888711471,-0.308186,3.0919,0.05976
170,103123,-0.0022272440863515494,-0.0014825895050969654,0.07556904746822041,-1.023198,-2.8822810000000003,-0.17307899999999998
171,103124,0.011872267365608846,-0.013627236743685617,0.08342747578049568,0.31771900000000003,-3.183886,-0.123136
172,103125,0.016871484546287854,0.0009600331443964968,0.07955672849524625,0.46748900000000004,-3.119845,-0.08354
173,103126,-0.008052497093640159,-0.003602591864085604,0.08253450299587209,-0.681146,-2.99051,-0.23080599999999998
174,103127,0.00449966515870155,-0.005378961761386795,0.08414547490208964,0.45031400000000005,-3.386271,-0.17943399999999998
175,103128,0.006422391288719267,0.00494286360536337,0.07694016639431325,-0.359852,3.110388,0.11404700000000001
176,103129,-0.005813135075885055,-0.004746551767051252,0.07556771642817922,0.574318,-2.9737,-0.103046
177,103130,0.019957822197282277,0.014969843247462693,0.07672136716389147,0.593957,-2.995158,-0.100178
178,103131,0.01058796882405393,-0.008177596509803441,0.08225266690623306,-1.081108,2.848509,0.050647000000000005
179,103132,0.0100074103586427,-0.006414062057854093,0.0844604262922036,0.660737,-2.925268,-0.075852
180,103133,-0.005942413913701041,0.009415667079425089,0.08201221699429066,-1.2018,-2.80498,-0.28757699999999997
181,103134,0.011271861369237404,-0.015250136296982447,0.084489502804444,-0.786145,2.958743,0.086922
182,103135,0.0005125443910150868,-0.022895277694368096,0.08000327492914627,-0.686601,-2.969106,-0.072542
183,103136,0.02983869601935231,0.00891284529313574,0.08125192124235484,-0.484483,2.564779,0.035124
184,103137,0.008196707488053678,-0.0218585967579831,0.07160179512492006,-0.8217770000000001,-3.0227209999999998,-0.135728
185,103138,0.010946250491997017,-0.012054602609859159,0.06829748133543503,-1.238089,-2.8252669999999998,-0.125073
186,103139,0.00010848136889399576,-0.020749493284648993,0.07095814049515656,-2.03195,2.087302,0.08164400000000001
187,103140,0.0009596047427911978,-0.022346145426261545,0.07517733905192561,0.934263,3.029009,0.17385899999999999
188,103141,0.01376852497621715,-0.004446308749251707,0.07391437115832857,-2.239723,1.934307,0.189952
189,103142,0.0054568703113446,-0.014502765514265176,0.07654268001970657,-1.757459,2.349645,0.134015
190,103143,0.0012663014436095394,-0.03274043552312127,0.06742313929291703,-0.9455030000000001,-2.923339,-0.14110699999999998
191,103144,0.03098899923187655,-0.017360751167625886,0.0730701483155056,-0.160338,3.104722,0.16212200000000002
192,103145,0.010378468425942932,-0.005054158253192996,0.07605960647650482,-2.2240599999999997,1.9411209999999999,0.201685
193,103146,0.01801060737954452,0.0026346168532874747,0.07231361032238434,-1.3184069999999999,2.6684360000000003,0.267318
194,103147,0.011392257287582789,-0.023939207201845312,0.07270857655767596,-0.33205100000000004,-3.06819,-0.186319
195,103148,0.006317313650620569,-0.022582167410543624,0.06423848464389204,-0.915049,-2.871334,-0.20405
196,103149,0.015978901083200433,-0.01099679665353298,0.08218767499332529,-2.048411,2.235027,0.236184
197,103150,0.009124424864558703,-0.00939608494240133,0.07248504894745281,-1.8597259999999998,2.281488,0.194994
198,103151,0.013810674815808123,-0.010935498828624865,0.07241044212188656,-1.355883,2.727473,0.15021600000000002
199,103152,-0.0002791674152564699,-0.031790650208878134,0.07672940064259123,-0.923952,-2.915638,-0.22240900000000002
200,103153,0.010445203335695685,0.0030484516791018518,0.07288687895740567,-2.0788450000000003,2.130614,0.29885700000000004
201,103154,0.006860200900295113,-0.005855180464249956,0.07139862938527045,-2.121464,2.057541,0.22651100000000002
202,103155,0.0067542484767251255,-0.013826091394289242,0.0659625173320974,-1.8001330000000002,2.449427,0.223842
203,103156,0.004227153061986665,-0.04131259066760984,0.07161501189891736,-0.46308,-3.0351169999999996,-0.140487
204,103157,0.014086952035242163,-0.01141624603055133,0.07301297101647666,-2.118582,2.113108,0.28280500000000003
205,103158,0.015281151576050301,-0.011883520001961264,0.07237732261777151,-1.717815,2.40139,0.273348
206,103159,0.005895067687002962,-0.01706537991568738,0.06856339239082172,-1.3101770000000001,2.781513,0.245142
207,103160,0.022148703494501955,-0.011688667101086327,0.06889279797796163,-1.614792,2.543403,0.263311
208,103161,0.00824646813056834,-0.015612760214961763,0.06876149859418229,-0.675929,-2.9629939999999997,-0.182014
209,103162,0.001702522781870045,-0.027922861497929708,0.07174657581341545,-0.382569,-3.003388,-0.056538
210,103163,0.056586776565711816,-0.007461127469056045,0.1509880792300525,-0.32260500000000003,0.990007,0.123525
211,103164,0.01973039925631267,-0.008289662271612392,0.06671825459979258,-1.437624,2.7004509999999997,0.26709099999999997
212,103165,0.055284314369100494,-0.006187475311980474,0.13902307610853967,-0.470973,1.194863,0.13556600000000002
213,103166,0.010700098224475506,-0.005442091845107749,0.07364955108641799,-1.134199,2.7231009999999998,0.207152
214,103167,0.01869938335350374,-0.00980573338891335,0.06575627322197602,-2.005456,2.262069,0.25211300000000003
215,103168,0.010420853702151098,-0.011996614777229367,0.06678974858196791,-0.035578,-2.9919580000000003,-0.211662
216,103169,0.004901387417764187,-0.020924250357709426,0.07066487226826948,-1.958532,2.362347,0.32004499999999997
217,103170,0.0027916474268678566,-0.019135924728747686,0.06896008210936687,0.990934,-2.8466669999999996,-0.229145
218,103171,0.024058121829538072,-0.01849932428691487,0.06643959567753212,-2.054897,2.268955,0.239617
219,103172,0.02288832334083644,-0.020324882658531964,0.0662866031953645,-0.7614270000000001,-2.8938509999999997,-0.09372899999999999
220,103173,0.022785792216735403,-0.008683963230799478,0.06803768896057455,-2.07119,2.2251380000000003,0.219734
221,103174,0.05271163816016236,-0.00837393362881084,0.1414427217135239,-0.278541,1.126109,0.128582
222,103175,0.02709467403123481,-0.025825755479788097,0.07062878941392203,-2.024499,2.203224,0.22425599999999998
223,103176,0.007966053579117286,-0.014117238158124336,0.06714378712500116,-1.0399770000000002,-2.835409,-0.21965
224,103177,0.012378787941727731,-0.01846557778526417,0.0706844441835284,-1.337593,2.746916,0.25054499999999996
225,103178,0.007167068434402003,-0.015211625849410222,0.07127913329660618,-1.165715,-2.787311,-0.250917
226,103179,0.0020415997600910273,-0.028672947548299653,0.06830933625571783,-0.993613,-2.851311,-0.26811
227,103180,0.020667829015668913,-0.021095040311579223,0.07057294711098595,-2.165917,2.122138,0.209456
228,103181,0.002401043499297312,-0.01746671666295913,0.07406050788559038,0.595712,-3.0013900000000002,-0.125555
229,103182,0.024528503649043232,-0.018823985785113524,0.08094595579911626,-2.206818,2.0920259999999997,0.233781
230,103183,0.01862271349188097,-0.0010091675860016327,0.0719600375902252,0.020335,-3.038909,-0.243009
231,103184,0.013054047328725896,-0.014227004634154555,0.06866523082876957,-1.914152,2.340652,0.232713
232,103185,0.014558867548872355,-0.005837367245020004,0.07218643708846949,0.016779,-3.0246169999999997,-0.187615
233,103186,0.01964398842095725,-0.0042974318695902045,0.07098237105698893,-1.0989010000000001,-2.676091,-0.252017
234,103187,-0.01797728407570887,-0.021666513420345725,0.07977761389226676,-1.847055,2.4352720000000003,0.064161
235,103188,-0.02110983854276433,-0.017265022743305086,0.07781268175589691,-1.241977,2.811944,0.080841
236,103189,-0.006611598035315386,-0.010615341700566699,0.07744390599494641,-1.099713,2.8744520000000002,0.11723199999999999
237,103190,-0.020469152603925487,0.002962233735712864,0.07971694876485569,-1.507107,-2.645709,-0.122592
238,103191,-0.028978188050385392,-0.004494173805673529,0.07436913989604221,-2.17386,2.210496,0.01609
239,103192,-0.004221681362219058,0.0016904858877232398,0.0756673682364735,-0.36235500000000004,-3.08752,-0.141583
240,103193,-0.015264420254669814,-0.0179905994252417,0.07663140142641921,-1.300085,2.801368,0.07649299999999999
241,103194,-0.007880282521894938,0.0017455156480936586,0.0766854898965835,-0.9547040000000001,2.922044,0.14127699999999999
242,103195,-0.016072222315058615,0.0029579253480748534,0.07911219148912293,-0.6557109999999999,-3.022987,-0.138719
243,103196,-0.018911755479373796,-0.0016175827367415903,0.07706512731923254,-2.011403,2.332219,0.055351
244,103197,-0.00963275297490154,0.013812341324871203,0.0817362064878383,-1.2649290000000002,2.811218,0.136125
245,103198,-2.9969468469266333e-05,0.013173135493832432,0.07474639133103328,-0.658632,-2.999261,-0.119494
246,103200,-0.02297525055057109,-0.04434741398036276,0.08054371446726544,-1.103342,2.839407,0.104441
247,103201,-0.04595512493114078,-0.019446420887235184,0.07713554509214285,2.488092,-1.457562,-0.050241
248,103202,-0.01801068325417738,0.001114868940597439,0.07815133883811742,-1.595988,2.6524400000000004,0.105597
249,103203,-0.010432517108059052,0.014256414278061803,0.08013855053270194,-0.433971,-3.053836,-0.07113799999999999
250,103204,-0.01332037774768442,-0.016608756545376014,0.07832822543588361,-1.58376,2.5909470000000003,0.092462
251,103205,-0.009712678413982047,-0.004312226367298496,0.07947860635039355,-0.899071,2.9351130000000003,0.101855
252,103206,-0.004926816872945047,0.026705832517770013,0.09075543107039939,-2.168364,1.1179270000000001,0.031354
253,103207,-0.013953326184565785,-0.013694042141460201,0.07485865841347882,-1.582863,2.6541959999999998,0.119621
254,103208,-0.015126963269590685,0.012373097618599161,0.0816574801951141,-0.391202,-3.0316509999999997,-0.137979
255,103209,-0.017271187758582385,-0.0025052619108760603,0.07886105675986659,-1.200121,2.839101,0.130946
256,103210,-0.016501216595945823,0.005290849503473007,0.08194437494673852,-0.851131,2.9514560000000003,0.061364999999999996
257,103211,-0.020738968693936884,0.003981976827654524,0.0804950026081748,-1.4520950000000001,-2.6854150000000003,-0.094046
258,103212,-0.030541018873695095,0.0010055565698689646,0.076652801033636,-1.863646,2.483445,0.049156
259,103213,-0.020711874698131252,0.02598111912156177,0.07772067145194544,-0.599083,-2.98273,-0.089656
260,103214,-0.019348528209152,-0.025700873710918178,0.08147614260380193,-1.763063,2.491228,0.10945
261,103215,-0.04492977413708932,-0.013137436634426042,0.08739057527842442,0.669896,-2.4356619999999998,-0.045667
262,103216,-0.02266821314461279,0.010405122092070788,0.0794472314250913,-2.516019,1.7289720000000002,0.076778
263,103217,-0.01642254847551877,0.013183190701255138,0.08331775537984012,-1.426077,2.7357099999999996,0.114032
264,103218,-0.006518833359276008,-0.00770606350687449,0.08007997344057632,-0.392098,-3.067575,-0.124859
265,103219,-0.01723251948658993,-0.02647050562457925,0.06885649090700277,-1.839969,2.46673,0.085594
