,id,x,y,z,rx,ry,rz
6951,203433,0.0015240075379375447,-0.003200151129651989,0.08223117907646066,-1.845625,2.492023,0.096098
6952,203434,-0.004578345984014373,0.004034523521672814,0.07981589084427489,0.39928,3.092483,0.036873
6953,203435,0.011179824211718013,-0.0006025580415028368,0.08129516428422928,-1.785652,2.5287669999999998,0.077257
6954,203436,0.007857366515320692,-0.003059944597854929,0.08219341113376233,0.299236,3.105213,0.132544
6955,203437,0.014721679833784479,-0.008725600737469297,0.08009320955418095,-1.8834009999999999,2.4589369999999997,0.094287
6956,203438,0.005606914444713991,0.00222891416228737,0.07615071128525377,0.26272199999999996,3.112876,0.188076
6957,203439,0.007286992166110366,-0.005990027518810363,0.07986872660553256,-1.9655919999999998,2.396205,0.12876300000000002
6958,203440,0.0048968909722144835,-0.0024389459176239947,0.07795484541476325,-0.351875,-3.10026,-0.168906
6959,203441,-0.008000987833390373,-0.010121385695566518,0.08535704493730023,-1.885919,2.4723029999999997,0.090998
6960,203442,-0.006617479652528098,-0.013178176383575914,0.07276098387136624,0.432201,3.082722,0.009506
6961,203443,0.009570145424935382,-0.003650835273048078,0.0811819847952108,-1.9647259999999998,2.285128,0.065563
6962,203444,-4.841335321533759e-05,-0.009615026624256978,0.07698831048036348,0.272635,3.103592,0.05455
6963,203445,-0.001957099382021725,-0.008327620377218539,0.07926510656989169,-2.002181,2.368936,0.059813
6964,203446,0.012215413948329175,0.0018182175240752437,0.08315884235248276,-1.775634,2.159193,0.10986900000000001
6965,203447,-0.002986990467336366,-0.002645796573678285,0.08037210913133855,0.322631,3.07622,0.08691900000000001
6966,203448,0.020798606297289038,-4.7195598722460375e-06,0.08081757760850133,-1.8586599999999998,2.23749,0.080739
6967,203449,0.007532433234111168,-0.00813675096465932,0.07646039361532853,0.397512,3.087357,0.162893
6968,203450,0.0010812792987056094,-0.008097403578877695,0.08133214914120189,0.253398,3.1055349999999997,0.091157
6969,203451,0.003801722504318511,-0.010149468958863667,0.07744306428443395,1.985067,-2.318673,-0.092128
6970,203452,0.010237612112475227,0.004499294798030848,0.08190745591296535,-0.214074,-3.1840740000000003,-0.135099
6971,203453,0.008763367057525718,-0.0012782496819059466,0.07913715400774252,-1.8359880000000002,2.504619,0.088875
6972,203454,0.00827561865528188,-0.004314645805373736,0.08440916347813643,-0.349492,-3.102822,-0.18018199999999998
6973,203455,0.04779856762055711,0.029292266800133623,0.12486779260555043,-1.045251,1.26365,0.042644
6974,203456,-0.006131775075250433,-0.015242878069534522,0.07164441174975959,0.144013,3.082249,0.059267999999999994
6975,203457,-0.022265169736613646,-0.02442923704525602,0.09311805669151765,1.435929,-1.8801400000000001,-0.08723099999999999
6976,203458,0.00818888979952815,-0.0041056963199071605,0.08250947640187505,-0.302714,-3.139018,-0.159343
6977,203459,0.022399267155062123,0.010614806591954544,0.08261653998150584,-1.7654020000000001,2.138359,0.062795
6978,203460,0.004587861377723067,0.002742621444399293,0.08398183245328339,0.183472,3.114981,0.118533
6979,203461,0.007892503103206145,-0.003106613479122588,0.08031968481786636,-1.9247130000000001,2.420673,0.099277
6980,203462,0.0026664648409902153,-0.01265160457763453,0.08399189740500704,0.307054,3.1978560000000003,0.096511
6981,203463,0.010898684067032652,-0.00041357781965699987,0.08134098776323642,-1.9475310000000001,2.423274,0.103024
6982,203464,0.021374988963361676,-0.007848464042817175,0.08791305481210862,-0.297591,-3.507142,-0.1229
6983,203465,0.005921169034062127,-0.008215814886344097,0.08010567041333053,1.903001,-2.44694,-0.11252999999999999
6984,203466,0.011305649460023003,-0.004419183341101859,0.08171060106779632,-0.298954,-3.118293,-0.088188
6985,203467,0.01855864054619214,-0.002160819673135571,0.0777954521616528,-1.9588020000000002,2.348153,0.10542699999999999
6986,203468,0.008479526116104289,-0.0012790111903014053,0.08098002236570917,-0.309163,-3.116696,-0.07535900000000001
6987,203469,0.007604397696357379,-0.008032440137256494,0.08201492184878575,1.9055389999999999,-2.299014,-0.11225299999999999
6988,203470,0.010220862671152103,-0.009285825832568626,0.08043823046649588,-0.398694,-3.073795,-0.11535999999999999
6989,203471,0.006838306055801543,-0.00676905662587135,0.08067151169611689,1.851073,-2.4857169999999997,-0.142697
6990,203472,0.004541040291055483,-0.002872669519074878,0.07855407593052889,-0.325468,-3.10277,-0.089365
6991,203473,0.008484412026199085,-0.010089571403957255,0.08753510259880234,-1.8849770000000001,2.440347,0.106081
6992,203474,0.00480966125427141,-0.006633056387064145,0.07831603778955609,-0.276411,-3.103555,-0.132475
6993,203475,0.012074513951584724,-0.008296593932354455,0.07796780614710058,-1.950177,2.418524,0.088839
6994,203476,0.009986767791887244,-0.005040515401038819,0.08621134148810558,-1.945471,2.388624,0.136777
6995,203477,0.007843858100810407,-0.0073360793145486455,0.08075667260230852,-1.459533,-2.694841,-0.160827
6996,203478,0.01111693603910069,-0.00930066105118447,0.07594203164717017,-1.717266,-2.510844,-0.19258599999999998
6997,203479,0.011583261032546328,-0.009551633642783688,0.08672853212395149,-1.796719,-2.3749740000000004,-0.149437
6998,203480,0.012795559990267947,-0.016821037141966984,0.08409494875885881,-1.6044399999999999,-2.528973,-0.13561700000000002
6999,203481,0.0004276934752018829,-0.018695299405196954,0.08463784918164333,-1.5893469999999998,-2.538822,-0.161378
7000,203482,0.008012447226239169,-0.020171670915670428,0.07349985054212912,-1.555125,-2.607527,-0.238414
7001,203483,0.013145857892078748,-0.020184607707325528,0.08265734864400112,0.916501,-2.885873,-0.163212
7002,203484,0.05031906881322028,0.011566567190583864,0.10238020092348399,-1.216602,1.56495,0.094213
7003,203485,0.01623283206288304,-0.007835530955382707,0.07743966130193,1.1973129999999998,-2.841437,-0.073555
7004,203486,0.011601398010409162,-0.0005867611941268924,0.07596010902206665,1.266784,-2.802768,-0.136804
7005,203487,0.011520517378497817,5.519415205416196e-05,0.0741920066238464,0.749829,-2.972016,-0.09698899999999999
7006,203488,0.000797772874305663,-0.010390058744428436,0.07719520113371854,1.073431,-2.757415,-0.15042
7007,203489,0.00872109560667403,-0.00032704079110864974,0.08216513170199262,1.1718469999999999,-2.840999,-0.18288800000000002
7008,203490,0.017660665060928005,-0.00549633355090063,0.08088501735431361,1.1134030000000001,-2.863554,-0.180112
7009,203491,0.014567016926864535,-0.004412552332927713,0.08163969910170477,0.685141,-2.980977,-0.188622
7010,203492,0.01463715545272823,-0.0045330573989014805,0.07735888131066229,0.430201,-3.0506330000000004,-0.124528
7011,203493,0.0018604326460036433,-0.004546664142644743,0.08225434301331166,1.659368,-2.506307,-0.141627
7012,203494,0.011588035784752333,-0.012155750883499346,0.07193142266945239,-1.874796,2.465456,0.156022
7013,203495,0.004801104811789222,-0.0056377309455077065,0.07645641672690437,-0.271437,-3.0920509999999997,-0.10991600000000001
7014,203496,0.012346986671107577,-0.015711298299415085,0.07318186945610823,1.753508,-2.550953,-0.175698
7015,203497,0.014523639826181012,-0.0011261906487494543,0.0741021529559733,-0.167284,-3.0207349999999997,-0.168436
7016,203498,0.019188785941409693,-0.020140646128607307,0.0795823763189091,-1.256548,-2.847739,-0.163481
7017,203499,0.016109760136823553,-0.005029793575734726,0.07838149595125399,1.004063,-2.881802,-0.22385500000000003
7018,203500,0.035231836633234336,8.103652871110575e-05,0.0833063521791276,-1.367083,2.394172,0.236985
7019,203501,0.01598796142805739,-0.015618825633152714,0.07832367459238854,1.775912,-2.4682169999999997,-0.266841
7020,203502,0.010454143128993943,-0.011493341453692907,0.07415631755707446,1.293552,-2.750321,-0.20194700000000002
7021,203503,0.010183932862236036,-0.01009876015159783,0.07583393944048969,0.774806,-2.956083,-0.201899
7022,203504,0.01581422399722223,-0.003889260406535813,0.0746071480400317,1.3380319999999999,-2.7775630000000002,-0.249729
7023,203505,0.001891788625535927,-0.016361269129714785,0.08239972106503268,1.066965,-2.542708,-0.203079
7024,203506,-0.008583324367175984,-0.01772063851789462,0.08513774333393259,1.147857,-2.257112,-0.20074
7025,203507,0.022011479273879586,-0.00022336757924845511,0.07885205950476801,-1.159017,2.787025,0.243292
7026,203508,0.01475285637318833,-0.021681515791266787,0.07303827485170242,-1.7156200000000001,2.549619,0.282006
7027,203509,0.012748168011405402,-0.011879761322399793,0.07772492528578315,-0.86235,-2.95417,-0.12121900000000001
7028,203510,0.010969883096311486,-0.004373246325580532,0.07928282696946823,1.334539,-2.764205,-0.285841
7029,203511,0.015840864808964246,-0.00816976353462566,0.07360684799504885,-1.8696830000000002,2.454093,0.279776
7030,203512,0.007596361873830642,-0.005053895183582809,0.07534969865522159,-0.08089500000000001,-3.1106380000000002,-0.179396
7031,203513,0.0035208937227948754,1.0302826353748677e-05,0.07750343111391528,0.35562,-3.080975,-0.181583
7032,203514,-0.040238442969111894,-0.025547847819153445,0.1223674982324568,0.48086999999999996,-1.6293440000000001,-0.10615699999999999
7033,203515,0.0014638764717518175,-0.011411890941542041,0.07911641939122069,0.806447,-2.958592,-0.180539
7034,203516,-0.006204548485228882,-0.022451049061606075,0.0875463548213503,1.726735,-1.883314,-0.156217
7035,203517,-0.0021479065958147424,-0.008957266809007693,0.08077739350066118,0.711412,-2.965052,-0.21873099999999998
7036,203518,0.011613390348646106,-0.01638215422906784,0.07989585957579945,1.246791,-2.8183290000000003,-0.23942600000000003
7037,203519,0.007679237592207614,-0.008210517796343636,0.07129845595388024,-0.660179,-2.994359,-0.205233
7038,203520,0.011216414962388403,-0.008759628718015638,0.08002693175189574,-1.4408239999999999,2.673604,0.257304
7039,203521,0.0049064408808112536,-0.003557448800870505,0.08432636981803887,0.137241,-3.120794,-0.183752
7040,203522,0.00422704977953332,-0.01991722925450947,0.08266020140273264,1.3737979999999999,-2.407259,-0.20168599999999998
7041,203523,0.0181942835856247,-0.007915676657779619,0.08026894554996253,0.12296300000000002,-3.102982,-0.20582399999999998
7042,203524,0.010594185806837388,-0.009120571120917749,0.07968159198274374,-1.5855620000000001,2.6455759999999997,0.23018899999999998
7043,203525,0.018694492356053558,-0.013548623048605248,0.07761235469260802,-1.543574,2.528053,0.186125
7044,203526,0.018235641423431332,-0.012709024899395347,0.08114616879932207,-0.340147,-2.9805479999999998,-0.138799
7045,203527,0.016515034974143587,-0.008973646278532262,0.07911637342192607,0.06490399999999999,-3.076416,-0.152792
7046,203528,-0.004004918539731232,-0.016538952572256373,0.08076007936328042,1.2353530000000001,-2.3725810000000003,-0.23265500000000003
7047,203529,0.0066524491033968115,-0.006863794222279773,0.07284879721330259,-0.719226,-2.947877,-0.186968
7048,203530,0.010204714007878219,-0.01222799873181815,0.07686244655568622,-1.602314,2.631734,0.272726
7049,203531,0.001409279632954681,-0.012160337581440313,0.08001248630733701,-0.8825290000000001,-2.953118,-0.12168399999999999
7050,203532,0.05566225072650613,0.0076243912816300954,0.09542254959296576,-0.92086,2.0657349999999997,0.169926
7051,203533,-0.013619332636173664,-0.02783877368746725,0.0905385697145969,0.860711,-2.713723,-0.034954
7052,203534,0.025035568371740514,-0.040422786990966283,0.13023159264994363,-0.93875,2.805443,0.128974
7053,203535,0.00452060209014576,-0.013259467465018576,0.07942389486011792,0.046252,-3.047638,-0.248683
7054,203536,-0.0006239917035754992,-0.016890211895509086,0.07848507749604051,0.005257,-3.091359,-0.064435
7055,203537,-0.0017172371323571137,-0.009482669641012433,0.08026655546563469,-0.23199099999999998,-3.056107,-0.19750299999999998
7056,203538,-0.004020645391138674,-0.01283443012811744,0.0774775969269809,-0.361085,-3.072434,-0.183381
7057,203539,0.01172837141166952,-0.0038890051631501428,0.0777519991923806,-0.166311,-3.095453,-0.116698
7058,203540,4.211783827041992e-05,-0.0060555941034198014,0.07354722735609442,-0.194708,-3.108232,-0.146278
7059,203541,0.008293630161392092,-0.0025536679789898735,0.07323795006783804,-0.177759,-3.074689,-0.134003
7060,203542,-0.002187725656720671,-0.013575292874547035,0.0752463531409661,-0.157106,-3.11279,-0.128109
7061,203543,0.008223080616189885,-0.01455689023073133,0.0845779713476679,-0.157038,-3.087621,-0.142034
7062,203544,0.004155950320074509,-0.010301372631233641,0.07855987499634967,-0.182518,-3.078416,-0.166181
7063,203545,0.010239986330048316,-0.006619525791574536,0.08412830244149094,-0.15749200000000002,-3.116485,-0.149324
7064,203546,0.0022085137033841483,-0.016361038598040487,0.08183282630450714,-0.17088599999999998,-3.091803,-0.14219
7065,203547,0.011937855821800078,-0.004491564701960887,0.07520530025902801,-0.275921,-3.075157,-0.11193399999999999
7066,203548,0.007762771493753225,-0.013997755013095225,0.08416644825730261,-0.305755,-3.075804,-0.15629
7067,203549,0.00261233140151196,-0.014066866927772016,0.07689899938902894,-0.53905,-3.006698,-0.18499200000000002
7068,203550,0.008904214336470047,-0.003008345131614779,0.07914557561651461,-1.0203950000000002,-2.803634,-0.142208
7069,203551,0.008744725703677918,-0.005197686209812195,0.08024738613404271,-0.63189,2.8634459999999997,0.17865899999999998
7070,203552,0.008107168352432066,-0.019822201304468115,0.0817251397487136,-0.023832,-3.08054,-0.182648
7071,203553,-0.0027923241871301396,-0.0034574505483060637,0.076201204030769,-0.266254,-3.073575,-0.10819200000000001
7072,203554,0.00627782430849873,-0.007515600814460886,0.07431691527742587,-0.587615,-2.9693869999999998,-0.148303
7073,203555,-0.004865056987368365,-0.009510292450568142,0.08336015464103243,0.083333,-3.110687,-0.160602
7074,203556,0.0027201544355485953,-0.01263064988566059,0.07687704073763307,-0.304451,-3.097476,-0.187801
7075,203557,0.010151858976533755,-0.0038643656751006904,0.08498056499622736,-0.736509,2.819814,0.201378
7076,203558,0.007624015627074789,-0.007667014461374812,0.07495488923325683,-0.198154,-3.127453,-0.140809
7077,203560,0.001554837635766375,-0.020444522855785796,0.08464509870129118,-0.165605,-3.094245,-0.217577
7078,203561,0.006548658578901143,-0.009450562052123614,0.0854008722098658,-0.136436,-3.054404,-0.152853
7079,203562,7.617762225119759e-05,-0.01959829353498306,0.0786234196617488,-0.095763,-3.105477,-0.128452
7080,203563,-0.00017401517173406926,-0.014271938439703771,0.07775990821703135,-1.105538,-2.776857,-0.11333399999999999
7081,203564,0.0017040240552952484,-0.013200980454253167,0.09565406927982831,-0.117743,-3.108366,-0.18901400000000002
7082,203565,-0.01358033110250647,-0.02245233013898038,0.07500101839034325,-0.796456,-2.878644,-0.14778
7083,203566,0.003026334846921052,-0.012608599832520754,0.08597065610218693,-0.39156599999999997,-3.059924,-0.085576
7084,203567,0.0017711447719207006,-0.01608852377438777,0.08819960826461895,-1.014122,-2.849675,-0.132941
7085,203568,-0.0020228417563797558,-0.014585507779365939,0.08223170984793549,-0.958134,-2.8744520000000002,-0.132502
7086,203569,0.0006024988730263894,-0.012378306853989378,0.08230781303007562,-0.750658,-2.947402,-0.195632
7087,203570,0.010518737268711397,-0.0014806733141005364,0.07481633399301427,-2.137235,2.2287310000000002,0.214579
7088,203571,-0.002157294073509233,-0.0071149821213308765,0.09068750695479483,2.076193,-2.292893,-0.108232
7089,203572,-0.004026231299053919,-0.016871141263080786,0.08375087441731419,1.935714,-2.0480009999999997,-0.145837
7090,203573,0.013841493322613552,-0.007137803219417299,0.08101009096613887,-0.14369300000000002,-3.094521,-0.159412
7091,203574,-0.0060659957686390814,-0.014396458080855596,0.08099716190039832,1.937684,-2.180764,-0.142153
7092,203575,0.010160403531341145,0.0057938696514848,0.08661752880730114,-1.9464560000000002,2.109596,0.236927
7093,203576,-0.004173083715299292,-0.014556663593325199,0.08460488091820792,-0.158659,-3.058395,-0.20351
7094,203577,-0.001990079277254263,-0.014793647793761976,0.09436946114405925,-1.313297,-2.702022,-0.143271
7095,203578,0.0145736134245898,-0.01882404718922504,0.08527196992523059,-1.257592,2.808868,0.12420999999999999
7096,203579,-0.017626376555752665,-0.025185620891107877,0.09324178100891978,1.187422,-2.324512,-0.172427
7097,203580,-0.02061990508489125,-0.029355352142488567,0.20150819958146504,0.113934,-0.24739299999999997,4e-06
7098,203581,0.011223401412657348,-0.014565436175126989,0.0794019712267774,-0.527334,-3.017871,-0.260579
7099,203582,-0.005522599931893436,-0.015986603596535684,0.10301092288682517,-1.058138,-2.846509,-0.21899699999999997
7100,203583,0.00787022257827517,-0.0036690498233521497,0.07854224732332785,1.4163629999999998,-2.7253950000000002,-0.16253900000000002
7101,203584,-0.005815676916780409,0.0059438456417440205,0.07950987997415038,1.362753,2.810322,0.16488
7102,203585,0.008270444158180236,-0.002571679045258176,0.07977984802194055,1.4205450000000002,-2.679422,-0.201722
7103,203586,-0.0024940976335232614,-0.000595739623908026,0.07232753174897258,1.325442,2.800925,0.133412
7104,203587,0.010647040608352667,0.004380694797638174,0.0826109821853584,1.111954,-2.865137,-0.12158900000000002
7105,203588,-0.0070521841993756796,0.0008133368414865348,0.08121105383883873,1.2247709999999998,2.873777,0.08843999999999999
7106,203589,0.0011748754405960112,0.006960612195471564,0.07596304469829937,-1.7290619999999999,2.554681,0.22913000000000003
7107,203590,0.000786218451090767,0.003161662088553996,0.0856599122674,1.067079,2.96012,0.08963
7108,203591,-0.0021071130721234625,-0.00400556090591797,0.07936523758210898,1.138224,-2.84154,-0.174719
7109,203592,-0.01537803127391036,-0.021140375428458286,0.08206960323745649,1.0792899999999999,2.9423630000000003,0.09275599999999999
7110,203593,0.013697100395555396,-0.0031576142733440865,0.0813061277654181,-1.347875,2.7726349999999997,0.156885
7111,203594,-0.004814368585247714,-0.0024423135949517743,0.08249717687286842,-0.8901,-3.007278,-0.122445
7112,203595,0.015063034969517823,-0.012411884433748525,0.08629721447047295,-1.2840989999999999,2.799052,0.150928
7113,203596,-0.004061929844704261,-0.006808068190203088,0.08163443561199338,-0.922906,-2.986428,-0.121672
7114,203597,0.0017083939239113076,-0.0072147687608289345,0.08617093971955117,0.926241,-2.5170529999999998,-0.16788699999999998
7115,203598,0.0011509085576037166,-0.009186946821450628,0.08055360812843107,-0.981008,-2.956725,-0.15823199999999998
7116,203599,0.015741604038032847,-0.009940345068039097,0.07692987129379825,-1.35141,2.766109,0.249166
7117,203600,-0.008482425985344152,0.0007592990685073,0.07511674096545429,-1.17212,-2.872778,-0.06662699999999999
7118,203601,0.019533557629368273,0.004176650721680029,0.07877790531280385,-1.456467,2.411213,0.227631
7119,203602,-0.017944936633137135,-0.008100313992458698,0.08245449057692109,-1.036783,-2.9062509999999997,-0.10771300000000002
7120,203603,0.016484021211248007,-0.006649606519506404,0.08047200983919067,1.407051,-2.681484,-0.248152
7121,203604,0.0026574816480301414,-0.009277834137998864,0.07781782351204491,-1.139677,-2.8965,-0.11736600000000001
7122,203605,0.007172564458573131,-0.006512181738661922,0.08210756771785481,-1.484927,2.69818,0.26382
7123,203606,-0.007218810845702711,2.0891746185125286e-05,0.08344247788670581,-1.0033590000000001,-2.956398,-0.140376
7124,203607,-0.0014250210194854287,0.0017702338472731158,0.07950643414384244,1.180709,-2.843987,-0.188426
7125,203608,-0.019103111795563146,-0.0014295798898352708,0.07613781548903906,-1.4030040000000001,-2.815833,-0.146266
7126,203609,0.005460903775776245,0.004982633946167318,0.08291012854297186,-1.1566670000000001,2.8169619999999997,0.226611
7127,203610,-0.01827575089044195,0.0018820332021671493,0.08402346223686909,-1.047606,-2.924066,-0.078251
7128,203611,0.003249906571091211,0.001642976571996206,0.07639829221806922,1.283533,-2.79786,-0.21789
7129,203612,0.008726598325613507,-0.001986106684492813,0.08033304598076452,-1.240667,-3.0899330000000003,-0.073614
7130,203613,-0.0005226817128553616,-2.4012120035114132e-05,0.07914179489509345,-1.553792,2.661994,0.264361
7131,203614,-0.0019093231697049186,-0.00482060539687915,0.08572349494113204,0.917191,3.007917,0.10432899999999999
7132,203615,0.0004174617487388635,-0.016449594014837324,0.17218033856571843,0.163544,-0.347447,-0.012620999999999999
7133,203616,-0.0002322970531454699,-0.0010344270574989215,0.09931768101659852,-1.1881540000000002,-2.87384,-0.086496
7134,203617,0.010592121716460394,0.0024639289284450745,0.07940786356536861,1.119697,-2.847709,-0.23074
7135,203618,-0.005474130360198686,-0.01093604816934038,0.08494980942801322,-1.143242,-2.884862,-0.032695
7136,203619,0.009471696160991774,-0.0017642244155347568,0.08277585774671803,1.248437,-2.810134,-0.21810300000000002
7137,203620,-0.002255266042382503,-0.010928662417788615,0.08159285936335381,-1.102468,-2.882116,-0.015565
7138,203621,0.004171156559455073,-0.006853247686383775,0.0802091445419815,1.330676,-2.6986689999999998,-0.21525100000000003
7139,203622,0.001272327157107156,-0.011505306437558066,0.10072003689182646,-1.1493,-2.885872,-0.092136
7140,203623,0.012048887401347987,0.003951714475961539,0.08013167417567113,-1.34693,2.569112,0.191478
7141,203624,-0.00890441044746869,-0.0021308322795568525,0.08447323955322186,-1.142015,-2.9248540000000003,-0.06997
7142,203625,0.0027351060947949967,0.0009534048297876871,0.08220806037282663,-1.1297840000000001,2.841993,0.098373
7143,203626,-0.010759519955007582,-0.005672758211399148,0.08886636793343033,-0.740317,-2.9927770000000002,-0.06452100000000001
7144,203627,0.03611912158199549,-0.0028439359197612347,0.17647787344440274,-0.186932,0.39747899999999997,0.047397
7145,203629,-0.005320711583955356,-0.02075156623098152,0.07992126655993745,-1.188027,-2.872319,-0.07825399999999999
7146,203630,0.006946833263970516,-0.0020010728277436874,0.07934502764128616,-1.401792,2.746867,0.266573
7147,203631,0.0024524693003846864,-0.0053398215460139,0.08321819834057864,-1.045511,-2.927496,-0.024984
7148,203632,0.010135945057686875,-0.011454404779637408,0.07270684432975204,-1.548088,2.669784,0.205281
7149,203633,-0.0016419828057793041,0.0004697381259240862,0.08591149410954638,-1.018157,-2.957493,-0.07384299999999999
7150,203634,-0.0018588580058021276,0.004680560064151195,0.09001125608126949,-1.857198,2.462069,0.10952
7151,203636,-0.001485988137912508,-0.0012712106562855693,0.08283101070991877,-1.3972440000000002,-2.680113,-0.102675
7152,203637,0.0008458059664287706,-0.012480610081720247,0.08404112480449764,-1.566673,2.6771689999999997,0.072742
7153,203638,0.00039769734327661804,-0.011129946703693147,0.08103346143736259,-1.6428349999999998,2.62906,0.107063
7154,203639,0.0059370178448722504,-0.015583729337198742,0.07798999141046697,-2.028301,2.299985,0.151187
7155,203640,-0.00036345614378632574,-0.0037646439419199984,0.0848634959009805,-1.605404,-2.633747,-0.16136099999999998
7156,203641,-6.126826126164487e-05,0.0011039212454027258,0.08693881739430015,-1.134992,-2.8198220000000003,-0.162447
7157,203642,-0.010459386308167026,-0.019679647345058286,0.08442980851219031,-1.07599,-2.884963,-0.050862
7158,203643,0.010707433504188514,-0.019490550352200355,0.08521400399206508,-1.6248719999999999,2.628559,0.114909
7159,203644,-0.01382588698668915,-0.00954776983957987,0.08510840635537689,-0.981625,-2.91758,-0.131596
7160,203645,0.018412553162346385,0.0025636142003574707,0.09346541489937957,-1.241931,2.2014650000000002,0.07488500000000001
7161,203646,-0.017344781125507837,-0.0010785330799525233,0.0763901548411583,-1.202299,-2.817962,-0.20546799999999998
7162,203647,0.0006458555532372162,-0.013983525811319699,0.08266514261822089,-1.5089709999999998,2.696241,0.095295
7163,203648,-0.0055955961429083045,-0.016641065410812513,0.08454407078375036,-1.5116180000000001,-2.656576,-0.085034
7164,203649,-0.005487457418504534,-0.008522211053232951,0.07784054388078018,-1.6774740000000001,2.605731,0.12104300000000001
7165,203650,-0.002239228472865262,-0.014581949754631944,0.08325541489729027,1.584619,-2.459445,-0.148988
7166,203651,-0.004816416746536263,-0.00889685588567038,0.08599353541158022,-1.340854,-2.689207,-0.070181
7167,203652,-0.005141348196284168,-0.016373812389574208,0.08640210234122439,-1.16885,-2.817523,-0.119719
7168,203653,0.009194253674053687,-0.011286776571115582,0.07684266147506358,1.5594729999999999,-2.672843,-0.160496
7169,203654,-0.012804478326452571,-0.008954659299181725,0.09365981055167447,-1.149098,-2.775499,-0.09172000000000001
7170,203655,0.021963670340587806,0.019508764979453128,0.10860502174517316,-1.035988,1.767434,0.056379
7171,203656,0.0027277977686932346,-0.005929985699122285,0.08641036090841847,-1.272434,-2.780016,-0.044739
7172,203657,0.011358146003710344,-0.010106889301805267,0.08293647545045045,-1.650508,2.6161939999999997,0.141816
7173,203658,0.012228482695724026,-0.005849914916590868,0.07870904045087505,-1.149622,-2.839818,-0.103021
7174,203659,0.002665516607135138,-0.011670830315150895,0.08542243151337035,-1.705191,2.5923439999999998,0.1145
7175,203660,0.0322332014082136,-0.009483443412181127,0.08234564337973962,-1.709964,2.5150099999999997,0.052080999999999995
7176,203662,-9.166419614169401e-05,-0.0156495838613757,0.080465062432787,-1.2050379999999998,-2.755984,0.019183000000000002
7177,203663,0.00845407494229746,0.0035007542424809216,0.08811546018665883,-1.362411,-2.7293580000000004,-0.080073
7178,203664,0.015565107701735706,-0.007077257376804029,0.08382534335135233,-1.603769,-2.6287830000000003,-0.219808
7179,203665,0.006734049843323524,-0.007618489713463619,0.08243016779408133,-1.441783,-2.66808,-0.139475
7180,203666,0.011568405217091612,-0.008592803080600363,0.08689267726216302,-1.536494,-2.578952,-0.063657
7181,203667,-0.0012845568839361231,-0.008134635969077993,0.0962206840279974,-1.494394,-2.557484,-0.109878
7182,203668,0.010248525674194892,-0.004963722209815528,0.08525096839341084,1.9043419999999998,-2.447464,-0.08996599999999999
7183,203669,0.03536430472030026,-0.002640598376566024,0.08421631120118,-1.915455,2.2014139999999998,0.07208200000000001
7184,203670,-0.00964868541078346,-0.028789468137629174,0.16867135596346716,0.512858,-0.6607310000000001,-0.054026
7185,203671,-0.003512063574940962,-0.01379563125201173,0.08952682355898235,1.599213,-2.091069,-0.10478299999999999
7186,203672,0.016643347664103924,-0.00925842953164123,0.08247811140002624,1.7452560000000001,-2.5622599999999998,-0.122688
7187,203673,0.024852422195811907,-0.010222925686953451,0.08449920465535822,1.889805,-2.448808,-0.07002799999999999
7188,203674,0.014758931092225768,0.0015083087417306176,0.0808324564272069,1.9272669999999998,-2.422301,-0.16478399999999999
7189,203675,0.014745310386919386,-0.008039893966788994,0.07688739404306905,1.7595169999999998,-2.549468,-0.142976
7190,203676,0.015737959383107035,-0.007082096343898529,0.07996095475107706,1.7584540000000002,-2.444612,-0.11588499999999999
7191,203677,0.024716263609273408,-0.010109004078189019,0.08127331885640818,1.8559169999999998,-2.4798240000000003,-0.11507
7192,203678,0.005597114059057107,0.015064544016847434,0.0768821783071823,0.68709,-2.977044,-0.156884
7193,203679,0.01585123275112616,-0.011335012293187459,0.08719635806258491,-1.61533,-2.588461,-0.09415499999999999
7194,203680,0.004039223348547082,-0.009148674547013272,0.08602749116359681,-1.616565,-2.594357,-0.097225
7195,203681,0.02158330976465066,-0.011474082670951697,0.09052172728080643,-1.532659,2.6921180000000002,0.089652
7196,203682,0.011230337238466647,-0.012286301317408361,0.08200225519688703,-1.7408299999999999,-2.489385,-0.089908
7197,203683,0.022976670367625088,-0.015427300518816769,0.0794844575988766,-1.7761419999999999,-2.5295389999999998,-0.13913699999999998
7198,203685,0.028320330219549748,-0.01374225063953416,0.08508415649828592,-1.45586,2.665982,0.061980999999999994
7199,203686,0.020814044170862404,-0.009866973878383381,0.08473107820863554,-1.65175,-2.5537810000000003,-0.129675
7200,203687,0.06508265643711261,0.008260039084790305,0.1307298646270246,-0.42127200000000004,1.400951,0.10970899999999999
7201,203688,0.002488096653045045,0.0030818755254151215,0.08437384860009212,1.006542,2.955787,0.040678
7202,203689,0.006882742458418752,-0.0021672550103583954,0.08289414436558029,-1.105796,2.863054,0.11144000000000001
7203,203691,0.011822083104847211,-0.004604449874733275,0.08607922985566399,1.244612,-2.808425,-0.19404100000000002
7204,203692,-0.008137155229434138,-0.003381568747439918,0.07866769824426922,0.882133,3.002596,0.048068
7205,203693,0.016395695685170658,-0.00912764720403437,0.08085595195722373,1.067149,-2.875437,-0.25212199999999996
7206,203694,0.005303689779984853,-0.009046454598321799,0.07368220775468096,-1.010058,-3.077113,-0.07196
