epoch,loss,single_accuracy,val_loss,val_single_accuracy
0,2.9717915011483536,0.6699440010298661,3.3436976879626723,0.6643356650303571
1,2.1770152376253007,0.744335736354274,3.335669773164051,0.6829836836783758
2,1.8286942460264408,0.7666548661174047,3.466776366556163,0.6783216790163712
3,1.5497618196522538,0.7813465499485067,3.5012215200837677,0.6713286720233641
4,1.341556062505616,0.7925785272914521,3.3656137662056165,0.6724941730499268
5,1.1914598344375373,0.8010105561277034,3.3051047530763356,0.660839161394915
6,1.0558841944999233,0.8091368434603502,3.1333409728425923,0.660839161394915
7,0.9651682081600664,0.8152999485066942,3.0658050016923384,0.6689976695534232
8,0.9061298085689299,0.8202239958805355,3.083682525963772,0.659673660229414
9,0.846621965051434,0.824971035015448,3.0974865187576044,0.6398601395822627
10,0.8008893201728069,0.8304743820803295,3.0879596696866978,0.631701632257386
11,0.7704699131689897,0.8327433058702368,2.9351892699172724,0.6398601394433242
12,0.7213323292476878,0.835543254376931,3.0078950839720684,0.6340326336158183
13,0.6931036686338676,0.8381822863027807,2.9990704220769566,0.6363636359468207
14,0.6749238684451175,0.8409822348094748,2.917524972995678,0.631701631284816
15,0.6645058600652107,0.8428488671472708,2.8806717826492023,0.6398601402769556
16,0.6402602602260611,0.8448925077239959,3.0260187323554693,0.6270396274564427
17,0.6364548117628304,0.8473223480947477,3.003731106544708,0.636363636780452
18,0.6251119815204466,0.8503636714727085,2.9421837913406477,0.636363636780452
19,0.6183760571384651,0.8514418125643667,3.0053535644268936,0.6305361309529462
20,0.6104995459164699,0.8536141864057673,3.1435140924298124,0.6328671324503171
21,0.6014526683902397,0.855931385169928,3.082909229752067,0.6305361309529462
22,0.5978370657695187,0.8572830844490217,3.121570172287645,0.6317016321184474
23,0.5923280666604347,0.858731333676622,3.0944249146468157,0.6340326344494497
24,0.5868084654135267,0.8603726828012358,3.1105539698700806,0.6293706297874451
25,0.5776908851308262,0.8613220906282183,3.1346269337447374,0.6328671332839486
26,0.579747934941774,0.8618531153450052,3.183781874207628,0.6340326344494497
27,0.5643198223272387,0.8638967559217302,3.196421520971196,0.6351981356149509
28,0.5629008992447544,0.865071446961895,3.1586690818791068,0.6351981347813195
29,0.5625975934748301,0.8652323635427395,3.1593847330355698,0.6340326345883883
30,0.5558593243161019,0.8670668125643667,3.1890189992242206,0.6328671334228871
31,0.5534536582710323,0.8671955458290422,3.2485375093135525,0.6340326336158183
32,0.5532098527610241,0.8684828784757982,3.137853235353679,0.6375291380848918
33,0.5508191686748968,0.8707518022657055,3.2201145690082114,0.6351981347813195
34,0.5430338006125174,0.8708966271884655,3.20541739380443,0.6305361310918848
35,0.5469431102460003,0.8720069515962925,3.185740366960183,0.6433566439123977
36,0.541467529553709,0.8733425592173018,3.2938721996920926,0.6340326345883883
37,0.5331854015957069,0.874066683831102,3.315532398112726,0.6351981357538895
38,0.5362959880876738,0.8756275746652935,3.2483879761262373,0.6340326345883883
