epoch,loss,single_accuracy
0,4.323090553283691,0.654296875
1,2.8016120567917824,0.775390625
2,2.5320588424801826,0.80859375
3,2.42449302226305,0.81640625
4,2.384847581386566,0.826171875
5,2.3099328577518463,0.84375
6,2.2542087882757187,0.85546875
7,2.2366069927811623,0.8564453125
8,2.210731327533722,0.84375
9,2.138362318277359,0.845703125
10,2.2348364740610123,0.8388671875
11,2.4341533184051514,0.8134765625
12,3.0529926419258118,0.7568359375
13,2.4852744713425636,0.8291015625
14,2.3173551708459854,0.83984375
15,2.1928225830197334,0.8583984375
16,2.186409652233124,0.859375
17,2.0752518326044083,0.859375
18,2.026464268565178,0.8720703125
19,2.0331313237547874,0.8681640625
20,1.8550973455421627,0.8681640625
21,1.807785376906395,0.876953125
22,1.7509503550827503,0.88671875
23,1.7340004071593285,0.890625
24,1.8461994230747223,0.8759765625
25,1.9267528876662254,0.8740234375
26,1.875923465937376,0.876953125
27,1.807258166372776,0.8857421875
28,1.77544966340065,0.8876953125
29,1.7137877382338047,0.892578125
30,1.8390896767377853,0.8798828125
31,1.8191830962896347,0.876953125
32,2.2636288702487946,0.8349609375
33,2.4913731031119823,0.810546875
34,2.849969133734703,0.802734375
35,3.244318537414074,0.7861328125
36,3.810562163591385,0.734375
37,3.6777934581041336,0.7431640625
38,3.2978083342313766,0.775390625
39,2.6090404987335205,0.8271484375
40,2.561738945543766,0.8349609375
41,2.555914383381605,0.8369140625
42,2.5512258037924767,0.8408203125
43,2.536776915192604,0.8408203125
44,2.519799806177616,0.841796875
45,2.5061121359467506,0.841796875
46,2.501921623945236,0.84375
47,2.5019670873880386,0.84375
48,2.502069965004921,0.84375
49,2.5017328336834908,0.84375
50,2.5013541653752327,0.84375
51,2.5013161674141884,0.84375
52,2.5013018995523453,0.84375
53,2.501341938972473,0.84375
54,2.5013104155659676,0.84375
55,2.5012932643294334,0.84375
56,2.5013663470745087,0.84375
57,2.5012932494282722,0.84375
58,2.5013016685843468,0.84375
59,2.4872490987181664,0.84375
60,2.4275656528770924,0.845703125
61,2.3375557214021683,0.8515625
62,2.3405507430434227,0.853515625
63,6.087047755718231,0.5810546875
64,6.012619823217392,0.6025390625
65,5.53259152173996,0.638671875
66,5.608843117952347,0.634765625
67,5.463008224964142,0.650390625
68,5.714793413877487,0.6162109375
69,5.523502707481384,0.64453125
70,5.448205649852753,0.65234375
71,5.438717365264893,0.6572265625
72,5.424752205610275,0.66015625
73,5.433051407337189,0.6611328125
74,5.417547225952148,0.66015625
75,5.415147930383682,0.662109375
76,5.416499376296997,0.6611328125
77,5.4015849232673645,0.6640625
78,5.383028954267502,0.6650390625
79,5.381857007741928,0.666015625
80,5.356943130493164,0.6650390625
81,5.194338411092758,0.671875
82,5.08875846862793,0.6826171875
83,5.045104369521141,0.6826171875
84,4.9856057316064835,0.6875
85,4.87975001335144,0.689453125
86,4.889784023165703,0.689453125
87,4.898852556943893,0.6943359375
88,4.886446788907051,0.6943359375
89,4.875384762883186,0.69140625
90,4.874002382159233,0.693359375
91,4.852527886629105,0.6943359375
92,4.8498097360134125,0.6962890625
93,4.834389835596085,0.6953125
94,4.833326771855354,0.697265625
95,4.844969987869263,0.69921875
96,4.829842790961266,0.69921875
97,4.828977257013321,0.7001953125
98,4.828425616025925,0.7001953125
99,4.814803570508957,0.7001953125
