epoch,loss,single_accuracy,val_loss,val_single_accuracy
0,3.7277710891905285,0.6493055555555556,6.037050769805909,0.5195
1,3.02063644878448,0.7326388888888888,5.41303890132904,0.559
2,4.29127918349372,0.6743551587301587,5.197100252151489,0.6175
3,3.399266757662334,0.722718253968254,5.1048782920837406,0.6075
4,3.7990810890046376,0.7043650793650794,5.148236108779908,0.602
5,3.29336554852743,0.7492559523809523,5.380786821365357,0.5915
6,3.032959088446602,0.7735615079365079,5.735452753067016,0.5875
7,2.79810427105616,0.7879464285714286,5.697875185012817,0.5945
8,2.4737242479172963,0.8062996031746031,5.217629851341248,0.6085
9,2.350332112539382,0.8271329365079365,5.199614080429077,0.6045
10,2.3082764413621693,0.8325892857142857,5.6383047122955325,0.594
11,2.0626370414854986,0.8454861111111112,5.178764170646668,0.6055
12,2.0316332479317984,0.8526785714285714,5.0919686260223385,0.6035
13,1.9646554182446192,0.8628472222222222,5.222373044967651,0.602
14,1.8663955037555997,0.8653273809523809,5.362900970458984,0.5865
15,1.9511125570251828,0.8586309523809523,4.8180743560791015,0.629
16,1.8448928783810328,0.8690476190476191,5.053485458374023,0.6195
17,1.9590630337359414,0.8645833333333334,5.16530541229248,0.611
18,2.3234577888534185,0.8110119047619048,5.193552261352539,0.576
19,2.602446745312403,0.8013392857142857,5.3984965839385985,0.586
20,2.4610778396091764,0.814484126984127,4.609822011947632,0.645
21,2.4559643306429426,0.8221726190476191,5.04136653137207,0.613
22,2.4615986233665827,0.826140873015873,5.04596967124939,0.639
23,2.7061117357677884,0.8152281746031746,5.196335693359375,0.6285
24,2.6256734132766724,0.810515873015873,5.256064727783203,0.626
25,2.6685938702689276,0.8053075396825397,4.96223938369751,0.634
26,2.679071295829046,0.8075396825396826,5.103460731506348,0.628
27,2.435094303554959,0.8246527777777778,5.0941982765197755,0.6275
28,2.428498152702574,0.8286210317460317,5.083933132171631,0.632
29,2.2304706649174766,0.8487103174603174,5.036947021484375,0.637
30,2.6485864151091802,0.8239087301587301,5.081524028778076,0.6375
31,2.4071556992001004,0.8390376984126984,5.06126738357544,0.638
32,2.467775833039057,0.839781746031746,5.062072265625,0.6355
33,2.4848713439608376,0.8358134920634921,5.068157192230225,0.635
34,2.434152703436594,0.8377976190476191,5.078934616088867,0.636
